payment_id,order_id,payment_method,payment_status,paid_at,amount
438,438,bank_transfer,paid,2024-11-11 11:36:41.116609,31416.51
439,439,paypal,paid,2025-07-11 09:22:31.913358,1216.7
440,440,cash_on_delivery,paid,2025-08-18 16:12:51.855039,42866.89
441,441,paypal,paid,2025-07-09 03:48:21.085629,28167.82
442,442,paypal,paid,2025-03-11 21:46:15.958655,30581.56
443,443,card,paid,2024-09-30 00:32:52.088844,24677.91
444,444,card,paid,2025-07-16 12:06:52.954964,3631.54
445,445,paypal,paid,2025-01-10 18:18:32.342602,25674.17
446,446,cash_on_delivery,failed,,0.0
447,447,card,paid,2026-02-06 04:20:18.694740,25909.84
448,448,paypal,paid,2025-01-05 08:33:46.032299,17220.24
449,449,cash_on_delivery,paid,2025-05-25 23:19:34.198670,11729.13
450,450,bank_transfer,paid,2025-04-07 23:54:33.744301,9174.78
451,451,bank_transfer,paid,2025-06-24 21:54:09.869450,3015.67
452,452,cash_on_delivery,paid,2024-12-31 05:51:07.856293,11357.4
453,453,card,paid,2025-03-11 16:22:18.083610,492.02
454,454,bank_transfer,paid,2026-01-24 02:08:41.468354,10411.68
455,455,cash_on_delivery,paid,2025-11-16 10:08:34.325608,18919.0
456,456,cash_on_delivery,paid,2026-04-22 10:44:39.184205,15056.96
457,457,paypal,paid,2026-03-28 05:11:50.099848,2961.22
458,458,paypal,paid,2025-06-23 16:36:18.328377,34891.47
459,459,bank_transfer,paid,2025-01-10 23:11:28.507976,8688.89
460,460,card,paid,2025-04-12 02:53:45.191471,18170.52
461,461,cash_on_delivery,paid,2026-02-02 16:28:27.549508,12890.84
462,462,cash_on_delivery,paid,2024-12-14 13:30:21.568424,30763.42
463,463,cash_on_delivery,paid,2025-11-30 17:47:06.229670,19912.36
464,464,bank_transfer,failed,,0.0
465,465,paypal,paid,2025-05-03 21:38:23.047845,27727.29
466,466,card,paid,2025-03-21 12:01:59.263968,30887.45
467,467,bank_transfer,paid,2025-08-01 19:11:39.659262,14789.86
468,468,cash_on_delivery,paid,2025-11-30 13:31:00.078711,55717.96
469,469,paypal,paid,2025-01-14 22:31:21.373935,37823.82
470,470,paypal,paid,2025-02-01 09:17:31.045359,10682.27
471,471,cash_on_delivery,paid,2025-04-24 00:44:45.562833,3034.83
472,472,cash_on_delivery,paid,2026-01-04 14:00:46.798527,15666.89
473,473,paypal,paid,2025-03-13 09:52:25.929235,26287.42
474,474,cash_on_delivery,paid,2025-08-15 17:05:58.822864,33301.37
475,475,bank_transfer,paid,2024-11-13 23:40:43.211593,39849.24
476,476,card,paid,2025-02-20 19:18:08.884299,31356.88
477,477,card,paid,2024-12-13 05:45:55.564764,11647.63
478,478,cash_on_delivery,failed,,0.0
479,479,paypal,paid,2024-11-17 02:43:29.433755,13699.9
480,480,cash_on_delivery,failed,,0.0
481,481,paypal,paid,2026-05-17 04:00:27.517726,30507.83
482,482,cash_on_delivery,paid,2024-11-22 11:12:39.049985,11888.73
483,483,cash_on_delivery,paid,2025-12-27 00:39:01.221306,4696.74
484,484,bank_transfer,paid,2024-12-25 02:29:44.621196,12936.63
485,485,card,paid,2024-12-30 09:55:15.261426,14831.98
486,486,paypal,failed,,0.0
487,487,bank_transfer,failed,,0.0
488,488,paypal,paid,2026-03-08 11:49:40.610316,13535.44
489,489,cash_on_delivery,paid,2026-03-09 11:11:15.299795,33535.03
490,490,cash_on_delivery,paid,2025-03-23 15:49:11.658759,30860.52
491,491,cash_on_delivery,paid,2026-01-26 12:28:39.979797,5198.28
492,492,card,paid,2024-10-02 03:40:15.889569,9368.04
493,493,card,paid,2024-09-01 22:25:31.218086,27562.55
494,494,card,paid,2026-06-04 19:29:22.328246,23083.16
495,495,cash_on_delivery,paid,2025-07-01 09:54:58.053514,21856.02
496,496,cash_on_delivery,failed,,0.0
497,497,card,failed,,0.0
498,498,card,paid,2026-06-06 08:24:38.091422,1129.38
499,499,paypal,paid,2026-03-18 00:55:00.990947,31726.07
500,500,cash_on_delivery,paid,2025-04-03 16:48:30.142434,12233.04
501,501,paypal,paid,2025-02-21 22:18:24.063385,36347.85
502,502,card,paid,2026-04-23 14:15:55.233601,3468.86
503,503,paypal,paid,2026-04-11 01:26:52.043552,39917.71
504,504,card,paid,2025-08-30 06:20:00.799890,9615.64
505,505,cash_on_delivery,paid,2025-01-23 07:45:23.583368,9227.48
506,506,card,failed,,0.0
507,507,bank_transfer,paid,2026-01-15 21:08:56.877055,4441.83
508,508,bank_transfer,paid,2025-07-14 23:38:06.401358,7384.68
509,509,paypal,paid,2025-04-23 03:51:04.548287,2961.22
510,510,bank_transfer,paid,2026-01-05 13:44:42.525679,36572.51
511,511,card,paid,2024-10-08 05:33:55.183818,741.3
512,512,cash_on_delivery,paid,2025-07-25 13:51:37.213260,15089.76
513,513,bank_transfer,paid,2025-05-11 18:07:06.263616,13360.7
514,514,bank_transfer,paid,2026-05-23 22:33:21.012497,17886.72
515,515,bank_transfer,failed,,0.0
516,516,bank_transfer,failed,,0.0
517,517,bank_transfer,paid,2026-03-27 01:17:27.544979,8919.18
518,518,bank_transfer,paid,2026-01-24 09:32:41.097446,4495.09
519,519,card,paid,2025-06-05 12:56:37.110316,35099.06
520,520,cash_on_delivery,paid,2024-10-02 12:55:21.784054,5385.32
521,521,cash_on_delivery,paid,2025-07-20 03:19:33.561364,5789.28
522,522,bank_transfer,paid,2025-02-22 02:53:55.303831,8265.21
523,523,cash_on_delivery,paid,2024-07-12 17:30:35.379562,10564.6
524,524,card,paid,2025-11-10 22:35:12.630499,20184.3
525,525,card,paid,2025-04-09 17:30:06.680397,19729.67
526,526,cash_on_delivery,paid,2024-09-18 02:48:53.104141,20421.29
527,527,card,paid,2025-03-27 17:45:26.266576,8777.54
528,528,cash_on_delivery,paid,2026-03-28 02:46:10.404770,10477.16
529,529,card,paid,2024-11-20 05:54:08.404923,10256.1
530,530,bank_transfer,failed,,0.0
531,531,card,paid,2025-01-19 09:00:16.750695,15645.68
532,532,bank_transfer,paid,2026-06-06 18:10:03.429868,11117.73
533,533,paypal,paid,2025-03-14 04:45:16.830858,13260.36
534,534,bank_transfer,paid,2024-11-17 21:18:18.526810,15978.63
535,535,bank_transfer,paid,2025-05-12 07:29:55.112415,1745.92
536,536,paypal,paid,2025-05-08 15:45:18.756541,12377.72
537,537,card,paid,2026-01-07 00:46:14.250706,29469.84
538,538,cash_on_delivery,paid,2025-03-30 07:29:27.261612,12412.04
539,539,card,paid,2025-04-25 05:28:57.680815,38030.52
540,540,paypal,paid,2025-05-31 20:54:59.583226,33562.74
541,541,bank_transfer,paid,2025-08-28 00:18:59.248834,15690.28
542,542,bank_transfer,paid,2026-06-21 20:39:12.468136,29482.6
543,543,card,paid,2025-11-19 17:32:01.608608,18365.91
544,544,card,paid,2026-02-21 06:42:07.683950,39250.86
545,545,cash_on_delivery,failed,,0.0
546,546,cash_on_delivery,paid,2026-02-13 21:42:47.029447,16748.56
547,547,bank_transfer,paid,2025-08-16 05:45:26.533365,35259.82
548,548,card,paid,2026-03-24 02:04:45.606130,16311.6
549,549,cash_on_delivery,paid,2024-11-26 20:17:18.175665,24037.54
550,550,card,paid,2026-02-10 22:48:29.719243,36931.34
551,551,cash_on_delivery,paid,2025-12-28 02:56:58.720436,37098.94
552,552,paypal,paid,2025-06-17 01:48:01.328930,3650.1
553,553,paypal,paid,2024-07-13 17:33:57.816391,27163.8
554,554,cash_on_delivery,paid,2025-05-10 12:14:00.941001,7124.76
555,555,bank_transfer,paid,2024-10-12 20:33:42.904659,29042.18
556,556,card,paid,2026-04-20 03:07:24.976841,5268.34
557,557,card,paid,2025-10-10 05:25:24.364886,27251.3
558,558,bank_transfer,paid,2025-07-31 16:39:43.101009,13340.28
559,559,card,failed,,0.0
560,560,bank_transfer,paid,2025-06-27 01:13:38.206105,24312.4
561,561,paypal,paid,2025-01-05 21:49:30.635452,5919.98
562,562,card,paid,2026-03-25 17:37:48.831255,18656.99
563,563,bank_transfer,paid,2024-08-10 11:41:07.827344,47443.98
564,564,card,paid,2024-09-16 21:32:51.223969,47550.07
565,565,bank_transfer,paid,2024-11-02 22:52:01.188235,23777.62
566,566,bank_transfer,paid,2024-12-10 22:16:18.980519,4652.19
567,567,paypal,paid,2025-01-08 09:18:12.774009,38246.16
568,568,cash_on_delivery,failed,,0.0
569,569,paypal,paid,2024-09-14 21:44:14.436779,21088.4
570,570,card,failed,,0.0
571,571,cash_on_delivery,paid,2025-01-12 07:53:59.208549,28172.66
572,572,cash_on_delivery,paid,2025-03-26 19:28:27.252619,26337.26
573,573,paypal,paid,2025-08-17 19:32:31.433712,4922.41
574,574,cash_on_delivery,paid,2026-02-18 06:47:42.656073,10811.78
575,575,card,paid,2025-03-15 00:40:15.702469,26288.36
576,576,cash_on_delivery,paid,2025-05-03 09:30:48.335675,27151.58
577,577,card,paid,2025-03-20 00:20:07.799342,20440.52
578,578,paypal,failed,,0.0
579,579,paypal,paid,2025-09-21 23:38:13.964267,14391.61
580,580,card,paid,2025-08-31 23:56:31.404349,6763.32
581,581,cash_on_delivery,paid,2025-10-24 08:27:54.972257,21180.94
582,582,bank_transfer,paid,2025-08-03 21:33:35.693125,15060.32
583,583,paypal,paid,2026-06-22 00:31:06.809408,23382.4
584,584,paypal,paid,2025-01-30 10:04:33.227273,34240.26
585,585,card,paid,2025-03-01 00:00:44.705914,33402.89
586,586,cash_on_delivery,paid,2025-07-14 10:55:14.269976,4859.31
587,587,paypal,paid,2026-01-23 12:37:54.921801,28370.44
588,588,bank_transfer,paid,2025-05-29 00:46:59.430465,26086.07
589,589,cash_on_delivery,paid,2024-09-01 20:55:18.906775,25298.3
590,590,paypal,paid,2025-09-27 20:26:39.316352,23360.52
591,591,card,paid,2025-06-10 06:51:51.962498,23154.11
592,592,cash_on_delivery,paid,2026-06-05 08:39:23.835605,17214.12
593,593,paypal,paid,2026-04-01 18:52:42.913076,18228.55
594,594,card,paid,2025-10-17 12:31:17.088660,28947.19
595,595,paypal,paid,2026-05-15 20:32:14.336011,17959.68
596,596,card,paid,2025-05-10 18:18:11.094639,8374.28
597,597,card,paid,2025-09-26 20:23:46.758401,26877.93
598,598,cash_on_delivery,paid,2025-04-28 05:15:59.736724,14079.79
599,599,bank_transfer,failed,,0.0
600,600,card,paid,2024-09-02 10:03:16.418903,50911.56
601,601,cash_on_delivery,paid,2025-03-14 14:51:45.589966,34714.2
602,602,paypal,paid,2025-02-20 13:02:09.430230,13511.96
603,603,bank_transfer,paid,2025-10-26 14:24:51.840309,3620.2
604,604,paypal,paid,2025-12-07 14:05:51.870769,9589.42
605,605,cash_on_delivery,paid,2025-09-21 18:58:15.544181,12062.68
606,606,paypal,paid,2025-04-21 10:37:06.593040,17298.56
607,607,bank_transfer,paid,2026-04-16 01:06:19.979929,21570.33
608,608,card,paid,2026-01-28 01:25:51.012073,24298.06
609,609,cash_on_delivery,paid,2026-05-23 08:43:51.693145,16478.34
610,610,bank_transfer,paid,2026-01-03 23:00:49.602012,21907.4
611,611,bank_transfer,paid,2025-07-22 02:12:48.187885,17004.02
612,612,bank_transfer,paid,2025-05-31 11:42:48.511291,13827.97
613,613,cash_on_delivery,paid,2024-11-05 18:38:34.665510,17935.09
614,614,card,paid,2026-03-22 14:13:03.341027,11555.12
615,615,cash_on_delivery,paid,2024-10-05 20:40:30.904867,18720.94
616,616,paypal,paid,2024-12-24 22:06:24.724375,19667.81
617,617,cash_on_delivery,paid,2025-01-06 08:41:24.519634,36997.55
618,618,cash_on_delivery,paid,2025-12-31 22:08:03.748546,26280.02
619,619,bank_transfer,paid,2026-01-05 05:55:45.893080,11716.12
620,620,card,paid,2024-12-07 09:43:25.931001,6001.82
621,621,cash_on_delivery,paid,2025-04-22 14:35:53.304351,25025.31
622,622,paypal,paid,2024-09-14 08:56:14.967503,17004.16
623,623,card,paid,2026-05-21 21:01:08.537723,16755.24
624,624,bank_transfer,paid,2025-06-17 05:42:06.527762,16351.54
625,625,paypal,paid,2024-08-14 22:09:38.287925,38266.0
626,626,bank_transfer,paid,2026-01-20 16:05:30.838837,12839.6
627,627,bank_transfer,paid,2025-07-24 07:48:01.229833,19369.47
628,628,cash_on_delivery,failed,,0.0
629,629,card,paid,2024-09-20 12:20:30.417225,4216.93
630,630,bank_transfer,paid,2025-10-01 01:41:22.105709,25819.64
631,631,bank_transfer,paid,2024-09-06 03:26:24.767125,26399.03
632,632,cash_on_delivery,paid,2026-05-18 03:13:00.886645,14928.12
633,633,cash_on_delivery,paid,2025-04-17 09:51:55.733946,29477.53
634,634,bank_transfer,paid,2024-12-21 02:52:38.674033,2629.48
635,635,card,paid,2025-12-27 08:27:57.558675,28303.57
636,636,bank_transfer,paid,2025-05-26 07:02:41.189231,52910.94
637,637,paypal,failed,,0.0
638,638,card,paid,2025-07-26 07:56:45.796228,35063.52
639,639,card,paid,2024-11-08 04:36:10.238762,7186.9
640,640,paypal,paid,2024-08-01 05:18:20.902348,22880.35
641,641,bank_transfer,paid,2025-03-24 06:02:17.783578,44341.42
642,642,card,paid,2026-05-06 05:27:06.188542,15144.12
643,643,paypal,failed,,0.0
644,644,card,paid,2025-06-12 19:40:50.408354,15888.01
645,645,cash_on_delivery,paid,2026-04-03 18:38:21.776957,10708.93
646,646,bank_transfer,paid,2026-05-20 10:32:35.173239,31336.35
647,647,card,paid,2025-08-11 05:47:04.821157,2299.84
648,648,card,paid,2024-10-13 06:27:18.962301,29078.88
649,649,paypal,paid,2026-05-30 10:32:20.944280,6767.72
650,650,bank_transfer,paid,2025-08-04 13:13:58.851803,21790.93
651,651,cash_on_delivery,paid,2025-09-11 03:03:59.141385,28713.01
652,652,bank_transfer,paid,2025-06-05 03:13:08.385659,15690.28
653,653,bank_transfer,paid,2026-01-04 16:28:39.396297,12412.8
654,654,paypal,paid,2026-04-08 10:24:40.010839,27709.18
655,655,bank_transfer,paid,2025-05-20 08:47:00.151776,17865.02
656,656,card,paid,2025-10-16 22:50:55.920102,13535.44
657,657,bank_transfer,paid,2025-07-31 12:07:57.807976,5175.1
658,658,cash_on_delivery,paid,2026-05-01 11:44:23.884685,9248.52
659,659,bank_transfer,paid,2025-06-23 08:37:17.989979,14273.68
660,660,bank_transfer,paid,2024-12-19 10:49:32.731638,32257.55
661,661,bank_transfer,paid,2024-09-10 00:55:13.295608,4405.74
662,662,card,paid,2025-02-16 11:55:58.097952,21214.41
663,663,cash_on_delivery,paid,2025-05-03 16:14:41.342663,2348.37
664,664,bank_transfer,paid,2024-10-28 06:23:02.541931,12198.63
665,665,card,paid,2024-07-14 06:05:42.366548,11524.39
666,666,paypal,failed,,0.0
667,667,card,paid,2026-01-11 10:50:20.345202,6937.48
668,668,bank_transfer,paid,2024-10-14 02:24:22.925975,19110.57
669,669,bank_transfer,paid,2025-02-01 02:30:49.141059,7272.2
670,670,cash_on_delivery,paid,2025-08-01 10:23:56.687667,8921.24
671,671,bank_transfer,paid,2025-11-21 00:41:18.350010,23879.86
672,672,paypal,paid,2025-06-30 22:47:42.678070,40870.5
673,673,card,paid,2026-01-09 09:20:13.153251,4922.41
674,674,card,paid,2025-02-10 09:01:48.037885,38384.88
675,675,card,paid,2026-01-17 02:00:12.526761,687.44
676,676,cash_on_delivery,paid,2026-02-09 10:43:15.563132,6680.63
677,677,card,paid,2025-09-15 16:37:07.599995,11567.84
678,678,bank_transfer,paid,2026-02-08 14:32:43.972243,21337.68
679,679,cash_on_delivery,paid,2025-08-11 00:10:43.065674,36765.47
680,680,cash_on_delivery,paid,2024-11-21 07:56:17.223641,32468.13
681,681,paypal,paid,2026-04-12 01:01:39.009127,17276.18
682,682,cash_on_delivery,paid,2025-05-21 19:48:28.417847,42488.02
683,683,cash_on_delivery,paid,2025-01-05 02:57:39.631861,20218.84
684,684,paypal,paid,2025-12-10 18:21:06.370846,18761.69
685,685,bank_transfer,paid,2025-10-21 12:04:10.223301,21628.68
686,686,card,paid,2026-03-03 16:57:03.157565,35320.84
687,687,cash_on_delivery,failed,,0.0
688,688,bank_transfer,paid,2024-09-02 10:32:09.276870,24166.8
689,689,bank_transfer,paid,2025-10-06 07:49:54.551206,21916.86
690,690,paypal,paid,2025-07-18 21:42:42.674002,10842.58
691,691,paypal,paid,2026-02-10 23:40:02.385134,4776.84
692,692,paypal,failed,,0.0
693,693,card,paid,2025-11-25 12:13:16.211514,19473.25
694,694,cash_on_delivery,failed,,0.0
695,695,paypal,paid,2025-10-23 06:14:23.297678,46148.79
696,696,paypal,paid,2025-07-30 03:25:37.539473,18921.3
697,697,bank_transfer,paid,2025-01-18 22:28:39.338907,2770.21
698,698,card,paid,2024-11-20 22:13:20.230543,15329.73
699,699,card,failed,,0.0
700,700,cash_on_delivery,paid,2024-10-14 10:14:45.076635,13412.97
701,701,bank_transfer,paid,2024-09-25 04:37:00.438438,13888.08
702,702,card,paid,2025-06-04 06:08:26.478892,9304.38
703,703,paypal,paid,2025-06-02 06:26:00.057083,16858.62
704,704,paypal,paid,2025-11-30 06:52:05.697319,40480.7
705,705,paypal,paid,2025-06-30 23:37:24.655418,13667.07
706,706,card,paid,2025-02-25 19:13:26.643352,10542.51
707,707,bank_transfer,paid,2024-10-25 17:16:38.908345,31500.42
708,708,paypal,paid,2026-06-14 23:48:05.349299,20070.54
709,709,paypal,paid,2024-07-22 19:08:25.029628,19548.68
710,710,bank_transfer,paid,2026-06-16 19:09:14.639815,39092.86
711,711,bank_transfer,paid,2025-01-28 14:23:55.968083,2596.68
712,712,card,paid,2024-10-05 22:52:46.226912,7660.79
713,713,cash_on_delivery,paid,2025-05-22 21:29:44.045621,32572.7
714,714,card,paid,2024-07-12 14:15:56.563451,8641.48
715,715,card,paid,2024-09-10 11:25:32.770445,6415.98
716,716,card,paid,2024-07-17 09:12:04.211358,14162.59
717,717,bank_transfer,paid,2024-12-12 04:41:22.132921,7513.73
718,718,card,paid,2025-05-09 12:56:04.527067,4774.92
719,719,card,paid,2026-01-31 14:13:42.167080,20387.02
720,720,paypal,paid,2025-07-05 15:42:14.583137,42523.74
721,721,paypal,paid,2025-04-03 22:13:27.303626,8365.25
722,722,paypal,paid,2025-11-27 14:49:43.160218,37256.32
723,723,paypal,paid,2024-07-29 19:29:07.924100,23897.52
724,724,paypal,paid,2024-09-03 05:31:06.200879,10152.84
725,725,cash_on_delivery,paid,2026-01-05 19:53:40.273953,46387.66
726,726,bank_transfer,paid,2024-10-21 06:34:37.897857,32110.39
727,727,bank_transfer,paid,2025-01-17 05:14:54.123343,9174.78
728,728,paypal,paid,2025-04-19 07:04:08.714840,21417.65
729,729,cash_on_delivery,paid,2025-08-07 07:53:57.961398,25964.33
730,730,bank_transfer,paid,2024-11-16 06:40:30.471694,687.44
731,731,bank_transfer,paid,2026-04-21 19:40:00.388397,51165.49
732,732,cash_on_delivery,paid,2025-01-05 06:16:31.408683,27777.67
733,733,cash_on_delivery,paid,2025-04-11 08:47:03.088727,46067.28
734,734,bank_transfer,paid,2024-07-15 19:20:15.241596,7528.05
735,735,card,paid,2026-06-18 12:42:43.322472,8635.32
736,736,cash_on_delivery,paid,2025-12-10 14:13:23.296376,42990.85
737,737,cash_on_delivery,paid,2025-04-13 15:07:39.437490,26322.88
738,738,card,paid,2026-06-18 17:57:49.536944,39762.58
739,739,card,paid,2025-01-03 01:41:52.027766,26712.14
740,740,paypal,paid,2026-07-03 01:09:10.699265,38010.7
741,741,bank_transfer,paid,2024-11-29 01:45:41.546072,17436.0
742,742,bank_transfer,paid,2025-12-25 18:08:41.636061,36055.92
743,743,card,paid,2024-09-13 04:42:09.013767,40321.96
744,744,bank_transfer,paid,2025-11-05 01:24:57.920532,9239.33
745,745,paypal,paid,2024-12-05 19:53:50.232569,12139.32
746,746,paypal,paid,2025-04-16 19:47:09.077011,10055.48
747,747,bank_transfer,paid,2026-06-08 17:33:34.343635,48889.05
748,748,paypal,paid,2026-05-21 10:12:42.754826,2348.37
749,749,cash_on_delivery,paid,2024-10-30 11:23:06.450459,43789.78
750,750,paypal,paid,2025-12-20 11:56:18.425915,25275.04
751,751,bank_transfer,paid,2026-01-01 15:21:21.844812,16699.38
752,752,paypal,failed,,0.0
753,753,paypal,failed,,0.0
754,754,card,paid,2025-06-23 02:32:18.452638,38457.64
755,755,bank_transfer,paid,2025-02-09 20:29:59.195018,30007.11
756,756,bank_transfer,paid,2025-03-26 21:27:45.665536,32371.12
757,757,card,failed,,0.0
758,758,card,paid,2025-11-05 12:58:30.601272,33221.93
759,759,card,paid,2026-06-17 12:32:33.161594,28987.87
760,760,cash_on_delivery,paid,2024-12-25 22:53:31.295901,1904.98
761,761,paypal,paid,2025-05-19 16:35:57.176854,23721.44
762,762,cash_on_delivery,paid,2024-07-17 14:13:43.194591,28044.31
763,763,paypal,paid,2026-02-06 20:03:24.099638,48140.28
764,764,bank_transfer,paid,2025-09-06 16:54:36.902905,27610.89
765,765,card,paid,2025-04-21 17:05:24.078039,33651.3
766,766,paypal,paid,2024-12-31 02:43:39.827140,9558.32
767,767,cash_on_delivery,paid,2026-06-14 06:19:04.194427,12574.72
768,768,cash_on_delivery,paid,2025-09-04 00:53:56.403749,906.72
769,769,bank_transfer,paid,2025-11-23 03:15:28.061906,35139.02
770,770,cash_on_delivery,paid,2025-11-21 11:17:54.819697,53834.33
771,771,paypal,paid,2024-10-27 20:30:47.618846,20085.8
772,772,cash_on_delivery,failed,,0.0
773,773,paypal,paid,2025-01-04 06:30:53.165387,11953.29
774,774,cash_on_delivery,paid,2025-07-06 18:29:44.847065,53542.64
775,775,paypal,failed,,0.0
776,776,cash_on_delivery,paid,2025-03-10 19:37:21.527444,7592.49
777,777,paypal,paid,2026-06-14 22:22:13.827573,33554.58
778,778,bank_transfer,paid,2026-01-12 09:18:47.205821,4922.41
779,779,cash_on_delivery,paid,2024-08-19 10:23:39.408220,20915.18
780,780,card,paid,2025-03-23 06:44:02.846477,15868.02
781,781,cash_on_delivery,paid,2024-10-26 22:54:34.865077,37509.3
782,782,bank_transfer,paid,2025-08-02 09:13:28.608737,872.96
783,783,card,paid,2024-09-23 00:28:28.298136,1464.87
784,784,bank_transfer,paid,2025-06-27 22:46:46.068645,3898.71
785,785,paypal,paid,2025-02-22 23:44:41.290578,23925.0
786,786,paypal,paid,2025-08-18 10:31:03.004060,25208.55
787,787,cash_on_delivery,failed,,0.0
788,788,bank_transfer,paid,2025-03-17 05:52:36.387414,1295.01
789,789,card,paid,2026-04-19 01:48:26.809438,22302.89
790,790,bank_transfer,paid,2025-12-24 04:06:00.803604,2850.7
791,791,paypal,paid,2024-07-22 04:38:59.407741,34634.39
792,792,bank_transfer,paid,2025-04-08 13:21:57.192576,18149.5
793,793,bank_transfer,paid,2025-12-17 18:45:13.967196,46029.51
794,794,card,paid,2025-01-05 16:50:18.193208,40254.25
795,795,paypal,paid,2024-08-04 11:18:47.034994,10508.08
796,796,bank_transfer,paid,2025-12-04 19:06:46.935549,44421.56
797,797,cash_on_delivery,paid,2025-08-18 22:02:23.471052,25421.81
798,798,card,paid,2025-08-06 23:56:19.959922,32583.84
799,799,card,paid,2025-06-29 13:00:35.455530,22471.01
800,800,paypal,paid,2025-08-24 12:49:42.019038,15141.03
801,801,cash_on_delivery,paid,2025-08-07 17:41:48.000172,17713.24
802,802,card,failed,,0.0
803,803,bank_transfer,paid,2025-06-13 16:51:25.116075,34262.16
804,804,cash_on_delivery,paid,2026-04-01 08:39:59.241605,10350.2
805,805,paypal,paid,2025-09-16 22:16:17.897477,16748.56
806,806,card,paid,2026-03-27 05:40:31.798143,4423.44
807,807,cash_on_delivery,paid,2024-10-31 16:40:57.260476,47595.79
808,808,paypal,failed,,0.0
809,809,paypal,paid,2025-05-30 21:12:25.111046,26655.13
810,810,bank_transfer,failed,,0.0
811,811,card,paid,2025-08-06 05:09:40.095236,30398.91
812,812,cash_on_delivery,paid,2025-06-03 07:18:48.977117,11265.7
813,813,card,paid,2026-01-24 10:23:21.119360,1390.61
814,814,card,paid,2025-07-11 04:33:37.211001,12198.63
815,815,bank_transfer,paid,2025-12-24 11:24:15.321884,4171.83
816,816,bank_transfer,paid,2026-04-12 14:18:55.571610,30397.07
817,817,cash_on_delivery,paid,2025-10-02 05:40:30.739201,41449.39
818,818,bank_transfer,paid,2025-03-29 13:06:37.758113,23588.91
819,819,bank_transfer,paid,2025-10-02 14:26:13.737319,13563.53
820,820,bank_transfer,paid,2025-02-25 20:32:25.741657,848.92
821,821,card,paid,2024-08-21 21:49:46.181562,25367.46
822,822,cash_on_delivery,paid,2026-06-13 02:39:32.829273,9303.36
823,823,card,paid,2026-02-24 20:56:20.439783,37037.3
824,824,paypal,paid,2024-11-22 06:47:08.370683,18221.32
825,825,paypal,paid,2025-11-17 16:03:38.315577,10350.2
826,826,paypal,paid,2026-01-16 20:56:05.396407,4236.4
827,827,paypal,paid,2024-10-27 03:23:42.988811,38822.9
828,828,bank_transfer,paid,2025-01-29 10:46:07.485983,13182.04
829,829,bank_transfer,paid,2025-05-01 23:44:54.588651,33183.31
830,830,paypal,paid,2025-02-26 20:11:24.219487,24021.93
831,831,card,paid,2024-09-14 20:46:17.121600,5287.74
832,832,card,failed,,0.0
833,833,bank_transfer,paid,2024-08-07 12:10:03.089520,33855.86
834,834,card,paid,2026-05-22 14:05:12.798517,3468.74
835,835,cash_on_delivery,paid,2024-11-14 00:24:42.904192,7368.17
836,836,cash_on_delivery,paid,2024-07-29 10:48:43.194672,9039.42
837,837,bank_transfer,failed,,0.0
838,838,cash_on_delivery,paid,2024-11-23 13:22:59.457932,23769.6
839,839,bank_transfer,paid,2024-07-29 20:31:18.799333,29084.45
840,840,bank_transfer,paid,2025-10-18 08:09:03.937326,13399.23
841,841,paypal,paid,2025-04-16 10:55:48.714287,5858.06
842,842,paypal,paid,2025-06-29 12:07:46.214875,27395.72
843,843,bank_transfer,paid,2025-10-05 07:38:11.670654,4262.43
844,844,paypal,paid,2025-09-10 20:12:28.086245,19149.32
845,845,card,paid,2024-08-11 11:03:52.360765,25714.38
846,846,bank_transfer,paid,2024-12-14 20:58:29.256981,34466.3
847,847,card,paid,2025-12-12 22:56:10.587814,13837.62
848,848,cash_on_delivery,failed,,0.0
849,849,cash_on_delivery,paid,2026-05-10 10:15:57.897161,43988.74
850,850,cash_on_delivery,paid,2025-10-28 15:16:06.991170,3743.2
851,851,bank_transfer,paid,2026-05-15 18:34:50.151469,36036.06
852,852,cash_on_delivery,paid,2026-03-06 08:05:20.463948,34208.05
853,853,cash_on_delivery,paid,2025-06-13 11:58:25.643316,23162.27
854,854,card,paid,2025-10-16 08:00:00.292852,37930.24
855,855,bank_transfer,paid,2025-03-27 04:28:04.221753,16344.89
856,856,cash_on_delivery,paid,2025-12-31 15:18:30.649528,21223.52
857,857,cash_on_delivery,paid,2026-04-18 01:39:15.372225,41510.23
858,858,bank_transfer,paid,2026-02-27 00:09:35.517655,9929.86
859,859,card,paid,2026-02-06 18:23:16.447716,21469.66
860,860,card,paid,2024-08-18 05:16:24.960546,7281.11
861,861,card,paid,2025-09-30 04:29:52.159978,32637.82
862,862,cash_on_delivery,paid,2025-07-28 00:20:29.423150,14207.07
863,863,card,paid,2025-12-24 23:28:11.838128,36696.43
864,864,cash_on_delivery,paid,2026-03-08 03:42:34.834676,49213.06
865,865,card,paid,2024-09-01 12:58:40.099067,26365.88
866,866,card,paid,2024-12-11 07:45:30.594900,23633.02
867,867,card,paid,2025-07-21 00:41:07.243936,32353.81
868,868,cash_on_delivery,paid,2024-09-18 12:14:56.824895,41190.97
869,869,card,paid,2024-12-22 09:12:56.283541,12196.41
870,870,cash_on_delivery,paid,2025-04-14 00:05:30.847481,14665.93
871,871,cash_on_delivery,paid,2024-11-24 14:19:46.866018,19174.12
872,872,card,paid,2025-10-29 09:27:45.456456,3295.51
