order_id,customer_id,order_date,status
589,373,2024-09-01 18:59:18.906775,returned
590,331,2025-09-27 18:50:39.316352,shipped
591,121,2025-06-10 06:39:51.962498,paid
592,132,2026-06-05 06:56:23.835605,paid
593,309,2026-04-01 18:15:42.913076,paid
594,389,2025-10-17 10:44:17.088660,shipped
595,91,2026-05-15 19:34:14.336011,returned
596,322,2025-05-10 15:28:11.094639,shipped
597,387,2025-09-26 19:06:46.758401,shipped
598,297,2025-04-28 04:39:59.736724,shipped
599,474,2026-04-30 02:45:17.623217,cancelled
600,330,2024-09-02 07:20:16.418903,shipped
601,320,2025-03-14 12:39:45.589966,shipped
602,498,2025-02-20 12:12:09.430230,shipped
603,78,2025-10-26 12:41:51.840309,shipped
604,241,2025-12-07 11:21:51.870769,shipped
605,156,2025-09-21 17:42:15.544181,shipped
606,303,2025-04-21 09:19:06.593040,paid
607,260,2026-04-15 22:58:19.979929,paid
608,237,2026-01-28 00:02:51.012073,shipped
609,30,2026-05-23 06:26:51.693145,shipped
610,147,2026-01-03 20:07:49.602012,paid
611,443,2025-07-22 01:10:48.187885,returned
612,47,2025-05-31 10:37:48.511291,shipped
613,260,2024-11-05 17:43:34.665510,shipped
614,298,2026-03-22 12:01:03.341027,shipped
615,406,2024-10-05 20:31:30.904867,shipped
616,22,2024-12-24 21:45:24.724375,shipped
617,415,2025-01-06 08:08:24.519634,shipped
618,97,2025-12-31 21:39:03.748546,shipped
619,244,2026-01-05 04:27:45.893080,shipped
620,491,2024-12-07 08:01:25.931001,paid
621,53,2025-04-22 13:11:53.304351,shipped
622,429,2024-09-14 07:35:14.967503,shipped
623,366,2026-05-21 19:48:08.537723,paid
624,331,2025-06-17 04:03:06.527762,paid
625,127,2024-08-14 20:01:38.287925,shipped
626,225,2026-01-20 16:01:30.838837,shipped
627,313,2025-07-24 06:36:01.229833,paid
628,191,2026-07-04 02:01:12.747361,cancelled
629,199,2024-09-20 10:24:30.417225,shipped
630,174,2025-10-01 00:39:22.105709,shipped
631,27,2024-09-06 02:29:24.767125,shipped
632,332,2026-05-18 00:34:00.886645,shipped
633,169,2025-04-17 06:58:55.733946,paid
634,348,2024-12-21 01:20:38.674033,shipped
635,130,2025-12-27 07:30:57.558675,shipped
636,337,2025-05-26 05:39:41.189231,returned
637,309,2024-10-06 20:34:29.742036,cancelled
638,171,2025-07-26 06:58:45.796228,paid
639,340,2024-11-08 03:24:10.238762,paid
640,180,2024-08-01 04:42:20.902348,shipped
641,336,2025-03-24 04:21:17.783578,shipped
642,201,2026-05-06 02:30:06.188542,paid
643,363,2026-03-29 19:50:47.094665,cancelled
644,159,2025-06-12 18:59:50.408354,shipped
645,330,2026-04-03 16:33:21.776957,shipped
646,417,2026-05-20 09:51:35.173239,paid
647,360,2025-08-11 05:13:04.821157,shipped
648,379,2024-10-13 05:09:18.962301,returned
649,468,2026-05-30 08:47:20.944280,shipped
650,331,2025-08-04 10:54:58.851803,shipped
651,261,2025-09-11 02:32:59.141385,shipped
652,186,2025-06-05 00:17:08.385659,shipped
653,487,2026-01-04 13:56:39.396297,paid
654,486,2026-04-08 08:40:40.010839,shipped
655,99,2025-05-20 06:12:00.151776,paid
656,71,2025-10-16 20:48:55.920102,paid
657,152,2025-07-31 10:25:57.807976,shipped
658,52,2026-05-01 11:11:23.884685,shipped
659,277,2025-06-23 08:28:17.989979,shipped
660,453,2024-12-19 10:17:32.731638,shipped
661,339,2024-09-09 22:24:13.295608,shipped
662,393,2025-02-16 09:46:58.097952,shipped
663,306,2025-05-03 14:56:41.342663,shipped
664,84,2024-10-28 06:21:02.541931,paid
665,355,2024-07-14 05:26:42.366548,shipped
666,415,2025-07-23 18:54:52.887225,cancelled
667,370,2026-01-11 10:25:20.345202,shipped
668,211,2024-10-14 01:56:22.925975,shipped
669,369,2025-01-31 23:45:49.141059,paid
670,228,2025-08-01 09:28:56.687667,shipped
671,386,2025-11-20 22:02:18.350010,shipped
672,230,2025-06-30 20:41:42.678070,paid
673,123,2026-01-09 08:58:13.153251,shipped
674,415,2025-02-10 09:00:48.037885,shipped
675,463,2026-01-16 23:14:12.526761,shipped
676,189,2026-02-09 09:55:15.563132,shipped
677,293,2025-09-15 14:46:07.599995,returned
678,237,2026-02-08 12:55:43.972243,shipped
679,399,2025-08-10 23:22:43.065674,shipped
680,271,2024-11-21 06:19:17.223641,shipped
681,83,2026-04-11 22:01:39.009127,shipped
682,411,2025-05-21 19:31:28.417847,shipped
683,447,2025-01-05 01:26:39.631861,paid
684,329,2025-12-10 18:20:06.370846,shipped
685,191,2025-10-21 09:35:10.223301,shipped
686,53,2026-03-03 15:58:03.157565,shipped
687,265,2024-12-14 15:42:21.916459,cancelled
688,146,2024-09-02 09:03:09.276870,paid
689,83,2025-10-06 07:14:54.551206,paid
690,464,2025-07-18 21:20:42.674002,shipped
691,426,2026-02-10 20:53:02.385134,shipped
692,485,2025-09-27 10:59:52.724533,cancelled
693,419,2025-11-25 09:56:16.211514,shipped
694,179,2025-01-21 02:35:39.430033,cancelled
695,213,2025-10-23 04:49:23.297678,paid
696,258,2025-07-30 02:10:37.539473,shipped
697,198,2025-01-18 21:14:39.338907,returned
698,192,2024-11-20 20:19:20.230543,paid
699,164,2024-08-25 12:39:45.762264,cancelled
700,430,2024-10-14 07:36:45.076635,shipped
701,172,2024-09-25 03:06:00.438438,shipped
702,71,2025-06-04 03:14:26.478892,created
703,470,2025-06-02 06:05:00.057083,shipped
704,357,2025-11-30 04:44:05.697319,shipped
705,389,2025-06-30 21:49:24.655418,shipped
706,230,2025-02-25 17:45:26.643352,shipped
707,464,2024-10-25 15:47:38.908345,paid
708,132,2026-06-14 20:59:05.349299,paid
709,77,2024-07-22 16:22:25.029628,shipped
710,373,2026-06-16 18:51:14.639815,shipped
711,217,2025-01-28 14:16:55.968083,paid
712,148,2024-10-05 20:30:46.226912,paid
713,63,2025-05-22 18:29:44.045621,created
714,215,2024-07-12 12:12:56.563451,shipped
715,319,2024-09-10 09:40:32.770445,shipped
716,57,2024-07-17 06:32:04.211358,shipped
717,256,2024-12-12 04:01:22.132921,shipped
718,9,2025-05-09 11:53:04.527067,shipped
719,295,2026-01-31 11:20:42.167080,paid
720,74,2025-07-05 14:01:14.583137,paid
721,1,2025-04-03 19:32:27.303626,shipped
722,124,2025-11-27 14:42:43.160218,shipped
723,96,2024-07-29 16:47:07.924100,shipped
724,44,2024-09-03 02:49:06.200879,shipped
725,185,2026-01-05 19:00:40.273953,paid
726,270,2024-10-21 05:31:37.897857,shipped
727,403,2025-01-17 04:35:54.123343,returned
728,284,2025-04-19 04:08:08.714840,created
729,448,2025-08-07 07:21:57.961398,shipped
730,326,2024-11-16 04:10:30.471694,shipped
731,192,2026-04-21 19:21:00.388397,paid
732,9,2025-01-05 04:39:31.408683,shipped
733,35,2025-04-11 06:01:03.088727,shipped
734,376,2024-07-15 17:33:15.241596,shipped
735,54,2026-06-18 10:34:43.322472,shipped
736,377,2025-12-10 13:51:23.296376,shipped
737,69,2025-04-13 14:28:39.437490,created
738,280,2026-06-18 17:07:49.536944,shipped
739,330,2025-01-03 01:30:52.027766,paid
740,399,2026-07-03 00:06:10.699265,shipped
741,357,2024-11-29 00:18:41.546072,shipped
742,94,2025-12-25 15:42:41.636061,shipped
743,33,2024-09-13 03:39:09.013767,shipped
744,484,2025-11-05 00:30:57.920532,shipped
745,151,2024-12-05 18:46:50.232569,paid
746,406,2025-04-16 18:18:09.077011,paid
747,22,2026-06-08 15:55:34.343635,shipped
748,159,2026-05-21 09:39:42.754826,shipped
749,418,2024-10-30 09:05:06.450459,shipped
750,130,2025-12-20 11:29:18.425915,created
751,332,2026-01-01 12:32:21.844812,paid
752,183,2025-08-11 23:21:26.446378,cancelled
753,25,2024-10-03 17:42:42.906202,cancelled
754,170,2025-06-23 01:04:18.452638,paid
755,410,2025-02-09 19:01:59.195018,shipped
756,456,2025-03-26 19:12:45.665536,shipped
757,226,2024-08-13 13:33:31.892789,cancelled
758,198,2025-11-05 12:33:30.601272,shipped
759,96,2026-06-17 11:21:33.161594,shipped
760,255,2024-12-25 21:13:31.295901,shipped
761,409,2025-05-19 15:53:57.176854,shipped
762,411,2024-07-17 12:32:43.194591,paid
763,218,2026-02-06 19:15:24.099638,paid
764,309,2025-09-06 15:00:36.902905,returned
765,93,2025-04-21 15:30:24.078039,shipped
766,165,2024-12-31 02:06:39.827140,paid
767,168,2026-06-14 05:32:04.194427,shipped
768,157,2025-09-03 23:32:56.403749,shipped
769,368,2025-11-23 02:18:28.061906,shipped
770,354,2025-11-21 09:11:54.819697,shipped
771,229,2024-10-27 17:37:47.618846,created
772,446,2026-01-20 13:37:42.877308,cancelled
773,315,2025-01-04 04:51:53.165387,returned
774,141,2025-07-06 16:43:44.847065,shipped
775,406,2025-11-19 14:02:16.067219,cancelled
776,39,2025-03-10 17:26:21.527444,shipped
777,208,2026-06-14 19:51:13.827573,shipped
778,411,2026-01-12 08:37:47.205821,shipped
779,82,2024-08-19 09:11:39.408220,returned
780,74,2025-03-23 05:09:02.846477,shipped
781,348,2024-10-26 22:48:34.865077,shipped
782,18,2025-08-02 07:28:28.608737,paid
783,121,2024-09-22 23:07:28.298136,shipped
784,188,2025-06-27 21:00:46.068645,shipped
785,487,2025-02-22 21:18:41.290578,shipped
786,310,2025-08-18 09:07:03.004060,paid
787,231,2025-10-20 10:00:33.988312,cancelled
788,191,2025-03-17 05:23:36.387414,shipped
789,40,2026-04-18 22:55:26.809438,shipped
790,272,2025-12-24 02:18:00.803604,shipped
791,161,2024-07-22 02:43:59.407741,shipped
792,128,2025-04-08 11:14:57.192576,returned
793,14,2025-12-17 16:12:13.967196,shipped
794,256,2025-01-05 15:28:18.193208,shipped
795,468,2024-08-04 08:40:47.034994,shipped
796,135,2025-12-04 16:36:46.935549,shipped
797,361,2025-08-18 20:56:23.471052,shipped
798,314,2025-08-06 23:20:19.959922,paid
799,470,2025-06-29 12:26:35.455530,returned
800,103,2025-08-24 11:31:42.019038,paid
801,437,2025-08-07 14:52:48.000172,paid
802,89,2025-02-27 23:00:11.884909,cancelled
803,228,2025-06-13 16:03:25.116075,returned
804,415,2026-04-01 07:48:59.241605,shipped
805,433,2025-09-16 20:09:17.897477,returned
806,342,2026-03-27 03:19:31.798143,shipped
807,34,2024-10-31 15:26:57.260476,shipped
808,149,2025-07-29 12:01:55.337461,cancelled
809,436,2025-05-30 18:46:25.111046,paid
810,364,2026-02-25 02:02:17.806361,cancelled
811,327,2025-08-06 03:33:40.095236,paid
812,186,2025-06-03 05:04:48.977117,shipped
813,63,2026-01-24 07:24:21.119360,returned
814,406,2025-07-11 02:35:37.211001,paid
815,405,2025-12-24 10:31:15.321884,shipped
816,185,2026-04-12 11:31:55.571610,shipped
817,189,2025-10-02 05:16:30.739201,shipped
818,283,2025-03-29 11:10:37.758113,paid
819,453,2025-10-02 13:23:13.737319,paid
820,159,2025-02-25 18:38:25.741657,shipped
821,368,2024-08-21 18:51:46.181562,shipped
822,270,2026-06-13 00:13:32.829273,shipped
823,210,2026-02-24 19:34:20.439783,shipped
824,38,2024-11-22 05:05:08.370683,paid
825,163,2025-11-17 14:20:38.315577,shipped
826,231,2026-01-16 20:52:05.396407,shipped
827,265,2024-10-27 02:32:42.988811,shipped
828,450,2025-01-29 08:04:07.485983,shipped
829,283,2025-05-01 20:52:54.588651,shipped
830,94,2025-02-26 17:57:24.219487,shipped
831,67,2024-09-14 19:54:17.121600,shipped
832,467,2025-10-30 19:44:48.582596,cancelled
833,426,2024-08-07 11:52:03.089520,paid
834,79,2026-05-22 13:26:12.798517,shipped
835,83,2024-11-14 00:11:42.904192,shipped
836,364,2024-07-29 08:39:43.194672,paid
837,486,2024-09-22 17:13:31.378942,cancelled
838,459,2024-11-23 11:42:59.457932,paid
839,41,2024-07-29 18:11:18.799333,paid
840,326,2025-10-18 07:16:03.937326,returned
841,141,2025-04-16 09:06:48.714287,paid
842,156,2025-06-29 09:14:46.214875,shipped
843,48,2025-10-05 07:32:11.670654,shipped
844,87,2025-09-10 17:15:28.086245,shipped
845,298,2024-08-11 08:55:52.360765,paid
846,338,2024-12-14 17:59:29.256981,shipped
847,462,2025-12-12 21:18:10.587814,shipped
848,432,2024-07-16 01:48:17.826566,cancelled
849,22,2026-05-10 07:31:57.897161,shipped
850,15,2025-10-28 12:40:06.991170,paid
851,486,2026-05-15 16:42:50.151469,shipped
852,296,2026-03-06 07:58:20.463948,paid
853,108,2025-06-13 10:10:25.643316,shipped
854,214,2025-10-16 05:34:00.292852,shipped
855,16,2025-03-27 03:58:04.221753,shipped
856,322,2025-12-31 14:40:30.649528,shipped
857,329,2026-04-17 22:59:15.372225,returned
858,248,2026-02-26 23:45:35.517655,paid
859,414,2026-02-06 16:47:16.447716,shipped
860,153,2024-08-18 02:28:24.960546,shipped
861,353,2025-09-30 04:09:52.159978,paid
862,226,2025-07-27 22:55:29.423150,shipped
863,238,2025-12-24 21:47:11.838128,paid
864,311,2026-03-08 01:40:34.834676,paid
865,442,2024-09-01 10:42:40.099067,shipped
866,376,2024-12-11 05:26:30.594900,returned
867,177,2025-07-20 23:45:07.243936,returned
868,67,2024-09-18 11:00:56.824895,shipped
869,264,2024-12-22 06:28:56.283541,shipped
870,164,2025-04-13 23:49:30.847481,paid
871,63,2024-11-24 14:03:46.866018,paid
872,127,2025-10-29 08:25:45.456456,paid
873,26,2025-08-26 21:50:13.324310,paid
874,197,2026-05-29 15:33:33.806631,cancelled
875,215,2025-08-18 10:23:52.669941,paid
876,444,2025-08-18 05:27:22.695481,cancelled
877,417,2026-01-02 12:47:58.115052,shipped
878,296,2026-01-17 06:29:55.173247,shipped
879,98,2025-08-31 16:25:22.348334,shipped
880,256,2025-11-11 05:15:55.536115,returned
881,240,2025-12-01 17:09:44.020216,shipped
882,158,2025-05-14 11:39:33.441793,shipped
883,47,2024-09-20 13:27:31.700378,cancelled
884,259,2026-02-05 09:26:30.862147,shipped
885,124,2025-08-12 06:06:58.075366,paid
886,181,2025-07-10 04:25:01.671065,created
887,145,2025-10-29 19:55:07.961913,shipped
888,452,2025-07-31 12:28:20.804693,shipped
889,345,2025-09-17 17:49:12.708101,shipped
890,275,2026-05-19 10:24:34.458080,created
891,56,2026-04-26 18:19:07.925711,shipped
892,452,2025-08-12 08:08:51.400977,paid
893,188,2026-07-04 16:41:12.391875,shipped
894,188,2026-03-15 15:57:38.213556,created
895,27,2025-05-03 17:23:24.793294,shipped
896,100,2025-10-12 02:03:34.900261,shipped
897,148,2026-03-02 00:08:16.884896,paid
898,259,2025-02-27 18:58:18.585852,shipped
899,282,2024-12-29 08:37:04.306561,paid
900,320,2025-08-09 02:02:34.394347,shipped
901,61,2025-04-06 11:48:40.874024,paid
902,50,2025-08-12 10:54:23.140544,shipped
903,407,2026-01-01 09:58:32.750062,returned
904,286,2025-03-26 11:52:57.220464,cancelled
905,387,2025-06-01 23:42:22.002127,paid
906,309,2026-06-07 15:34:00.345840,shipped
907,257,2024-07-06 15:48:54.753187,created
908,20,2024-07-31 20:04:44.109219,paid
909,171,2025-01-30 07:47:25.509284,shipped
910,266,2024-07-18 10:11:32.088896,shipped
911,311,2024-10-13 04:38:36.134279,cancelled
912,72,2026-04-17 21:07:42.036137,shipped
913,314,2024-07-11 07:32:49.603440,shipped
914,202,2026-06-25 14:18:57.999188,returned
915,379,2024-12-10 10:33:21.580207,shipped
916,304,2025-02-21 13:08:35.391396,shipped
917,425,2026-01-21 02:21:27.801330,shipped
918,251,2026-05-26 14:42:29.667033,shipped
919,154,2026-02-27 05:12:40.136571,shipped
920,9,2026-05-08 21:49:02.713428,shipped
921,345,2025-07-14 23:45:06.763815,paid
922,214,2025-08-27 09:03:59.781782,shipped
923,408,2025-08-28 01:36:35.243652,cancelled
924,447,2024-09-13 09:22:55.983802,shipped
925,14,2025-06-07 19:22:04.839247,shipped
926,136,2024-10-28 13:10:49.485366,returned
927,401,2025-01-16 02:01:52.032033,returned
928,297,2026-04-17 08:52:12.774750,shipped
929,370,2025-01-05 00:45:24.833579,paid
930,246,2025-01-09 16:43:46.323335,paid
931,323,2025-02-10 21:08:37.112869,shipped
932,397,2025-08-27 05:53:33.366774,shipped
933,76,2025-08-26 04:57:31.962490,shipped
934,125,2024-12-12 08:23:29.697221,created
935,486,2024-08-31 21:50:46.844481,shipped
936,98,2025-02-28 16:43:50.861277,created
937,161,2025-06-23 23:55:31.907068,shipped
938,212,2025-06-28 04:36:46.797003,shipped
939,211,2026-04-24 05:38:40.160640,shipped
940,314,2025-12-01 22:22:38.931819,cancelled
941,447,2026-02-25 03:44:01.720823,shipped
942,373,2024-09-14 04:15:44.521127,paid
943,71,2025-10-18 16:05:07.167385,shipped
944,288,2024-08-02 19:33:59.188997,shipped
945,340,2026-02-16 23:50:05.935620,shipped
946,193,2025-04-11 05:28:07.761718,shipped
947,89,2026-01-27 09:06:30.197680,shipped
948,273,2026-05-10 22:11:38.883226,shipped
949,182,2025-03-07 18:44:39.463554,shipped
950,445,2026-04-10 04:29:07.481822,shipped
951,330,2025-05-19 18:24:06.395197,shipped
952,136,2026-05-17 01:00:48.172095,shipped
953,99,2024-10-02 13:38:39.271571,returned
954,143,2026-01-20 06:29:39.339694,shipped
955,116,2026-01-03 16:19:44.000565,cancelled
956,153,2026-03-19 01:01:44.527295,shipped
957,361,2026-05-15 21:05:13.576372,paid
958,361,2025-10-12 13:23:23.928353,shipped
959,246,2025-10-11 07:42:02.357956,shipped
960,479,2024-08-15 01:19:50.778912,cancelled
961,370,2025-07-24 13:37:21.973021,paid
962,63,2025-02-24 18:29:23.519738,shipped
963,279,2025-08-23 04:10:02.117435,shipped
964,203,2025-03-02 06:14:26.780721,shipped
965,489,2025-11-28 05:19:50.317973,shipped
966,75,2024-10-26 10:10:13.028841,paid
967,148,2025-11-10 14:14:07.007508,returned
968,41,2026-07-05 01:45:01.352892,shipped
969,227,2026-06-15 20:11:49.297294,shipped
970,383,2026-01-07 10:49:07.073179,shipped
971,104,2025-08-30 17:28:39.111331,shipped
972,139,2024-09-10 07:40:35.903109,cancelled
973,357,2025-05-18 00:52:27.823857,paid
974,56,2026-01-31 22:37:01.588327,shipped
975,301,2024-10-22 15:16:04.504603,paid
976,26,2025-03-09 01:55:28.892073,shipped
977,272,2025-06-19 02:50:27.406378,paid
978,120,2026-01-01 22:53:27.784210,paid
979,212,2025-08-10 22:19:49.465808,shipped
980,242,2025-01-14 07:25:33.503369,paid
981,395,2025-04-23 15:10:13.014036,paid
982,494,2025-05-19 21:40:30.577380,shipped
983,476,2025-11-28 07:06:59.287493,paid
984,335,2026-01-14 03:58:51.336581,cancelled
985,450,2025-06-22 19:41:16.862633,shipped
986,334,2024-11-28 05:31:45.017150,paid
987,494,2025-04-21 06:55:30.240849,paid
988,147,2025-08-27 20:40:51.058219,shipped
989,465,2025-08-20 10:30:24.229101,shipped
990,334,2026-07-04 20:41:30.839034,shipped
991,274,2025-07-24 11:14:45.727796,shipped
992,436,2024-12-30 12:32:14.756859,cancelled
993,468,2025-01-17 00:16:37.438286,cancelled
994,214,2025-05-16 16:05:29.480060,cancelled
995,91,2025-11-18 16:52:58.845246,cancelled
996,19,2025-08-31 06:51:38.887854,returned
997,204,2024-09-26 17:12:18.887912,shipped
998,96,2025-05-04 15:06:27.288005,cancelled
999,493,2025-03-30 08:04:57.249710,cancelled
1000,149,2024-11-22 15:57:36.970821,cancelled
1001,5,2025-03-15 04:25:51.229681,paid
1002,309,2025-10-28 06:42:59.709484,paid
1003,172,2026-01-19 18:04:06.675551,paid
1004,329,2024-11-07 03:41:15.366037,shipped
1005,253,2025-03-18 23:26:44.202357,cancelled
1006,69,2026-02-26 16:00:10.141340,cancelled
1007,240,2026-02-12 22:37:12.407591,paid
1008,415,2025-10-04 17:42:57.571172,paid
1009,84,2025-05-24 06:22:43.981644,shipped
1010,332,2026-05-12 15:14:52.355930,paid
1011,96,2024-12-24 01:48:47.132539,created
1012,173,2025-11-19 03:46:28.412381,shipped
1013,291,2024-10-28 11:08:55.317679,shipped
1014,99,2025-12-20 15:51:56.281727,paid
1015,439,2024-09-07 04:50:35.230733,shipped
1016,208,2025-12-28 18:22:32.499259,shipped
1017,264,2024-12-31 01:23:30.701485,shipped
1018,206,2025-10-03 03:30:08.272265,shipped
1019,95,2024-10-22 09:23:21.118890,returned
1020,245,2026-03-06 14:24:26.791970,shipped
1021,128,2025-02-01 15:56:32.804094,created
1022,197,2025-03-14 06:27:16.151698,paid
1023,386,2026-02-14 00:39:00.086907,paid
1024,169,2025-02-14 09:34:07.508789,shipped
1025,371,2025-06-15 17:04:04.041359,shipped
1026,134,2025-03-05 22:41:20.016166,shipped
1027,355,2025-12-29 01:56:16.808814,paid
1028,342,2024-12-08 06:52:54.669151,paid
1029,158,2025-08-09 16:01:57.328530,paid
1030,352,2026-01-05 15:15:06.670845,shipped
1031,459,2025-08-11 09:41:04.892921,cancelled
1032,395,2025-10-04 15:15:31.371035,shipped
1033,61,2026-07-01 08:57:00.585938,shipped
1034,482,2025-11-26 06:02:21.162617,paid
1035,315,2025-11-06 16:00:33.526242,paid
1036,491,2025-04-07 14:52:22.515456,paid
1037,79,2026-04-29 08:38:56.221398,shipped
1038,311,2025-07-26 07:58:27.649828,shipped
1039,360,2025-01-09 02:55:24.849747,shipped
1040,242,2024-08-19 10:12:21.930813,shipped
1041,411,2024-11-30 02:53:32.974022,shipped
1042,112,2025-11-27 07:33:25.650078,shipped
1043,349,2025-01-20 16:21:42.285941,shipped
1044,448,2025-06-11 03:51:19.593227,shipped
1045,270,2026-05-27 22:45:57.448346,shipped
1046,361,2024-08-24 03:56:45.907264,shipped
1047,470,2025-10-31 21:43:29.831642,shipped
1048,32,2025-11-02 19:27:40.902538,shipped
1049,463,2026-05-04 08:21:46.208008,shipped
1050,294,2025-03-26 15:34:28.752669,shipped
1051,85,2024-09-23 07:53:10.940930,shipped
1052,267,2025-02-05 04:16:39.443168,shipped
1053,349,2026-04-12 19:46:15.281973,paid
1054,299,2025-04-14 20:43:30.810067,shipped
1055,461,2026-06-22 05:38:36.671545,shipped
1056,415,2025-07-12 23:52:14.013584,paid
1057,68,2025-12-06 22:18:32.102444,shipped
1058,234,2026-04-27 18:38:11.959598,shipped
1059,287,2025-06-25 13:14:59.149245,shipped
1060,414,2025-09-15 16:34:06.597859,shipped
1061,12,2024-09-08 19:31:18.017160,shipped
1062,419,2024-11-28 18:58:12.367214,created
1063,112,2026-06-12 17:42:28.213904,shipped
1064,24,2025-08-20 02:05:25.445714,shipped
1065,359,2025-12-08 23:03:12.306697,paid
1066,31,2024-08-04 13:18:20.189751,cancelled
1067,36,2026-05-11 05:10:57.122664,returned
1068,242,2025-02-14 06:13:42.681054,created
1069,210,2025-06-29 09:39:10.925317,paid
1070,70,2026-01-01 06:41:10.851705,shipped
1071,374,2024-07-19 22:28:42.931145,shipped
1072,216,2025-11-18 09:24:13.561513,shipped
1073,457,2025-03-23 02:42:15.862067,shipped
1074,446,2025-02-12 08:37:24.890873,cancelled
1075,194,2026-07-04 01:40:53.386382,shipped
1076,350,2026-06-21 08:31:03.283880,returned
1077,448,2025-01-24 00:57:04.037057,shipped
1078,335,2024-08-20 19:30:35.266161,cancelled
1079,61,2025-01-10 17:53:47.367166,paid
1080,276,2025-04-15 08:04:28.168703,shipped
1081,66,2026-07-06 23:03:37.982069,shipped
1082,115,2026-06-29 22:55:46.255193,shipped
1083,388,2026-05-27 04:32:13.066542,created
1084,153,2026-05-30 19:50:20.495100,shipped
1085,369,2024-12-18 07:11:35.270414,shipped
1086,273,2025-03-13 04:24:58.787786,shipped
1087,118,2025-04-19 11:35:00.678923,paid
1088,178,2024-10-14 18:46:25.836755,paid
1089,97,2025-12-21 16:27:38.866990,cancelled
1090,372,2025-07-21 21:21:39.071834,shipped
1091,17,2025-11-13 18:39:59.920451,shipped
1092,215,2026-04-05 00:10:07.838163,shipped
1093,480,2025-11-20 00:10:57.863000,cancelled
1094,9,2025-05-07 08:52:23.846294,paid
1095,35,2025-08-29 00:10:04.781068,paid
1096,18,2025-05-14 00:57:54.647925,shipped
1097,345,2025-02-19 16:55:48.856879,shipped
1098,25,2025-09-21 17:25:20.164980,paid
1099,23,2025-05-30 15:00:14.801414,shipped
1100,120,2024-10-10 18:33:04.780291,shipped
1101,387,2025-10-26 03:13:22.078934,cancelled
1102,29,2025-09-03 22:44:12.857490,paid
1103,149,2025-11-18 04:47:52.451135,paid
1104,470,2024-12-01 07:11:29.243711,shipped
1105,164,2024-10-15 09:39:26.997371,shipped
1106,396,2025-11-21 11:23:58.750515,shipped
1107,165,2026-04-23 22:57:58.530711,paid
1108,449,2026-05-01 22:24:08.970996,paid
1109,339,2025-05-16 16:03:59.041407,shipped
1110,212,2026-05-01 12:34:26.288422,shipped
1111,32,2026-01-20 00:31:56.971944,shipped
1112,303,2025-10-28 21:07:32.370316,cancelled
1113,467,2025-08-23 02:57:52.111775,paid
1114,348,2024-10-29 23:12:20.776067,shipped
1115,254,2024-08-25 01:16:07.600348,created
1116,177,2025-07-30 20:00:41.673142,cancelled
1117,344,2025-12-14 01:16:16.217882,shipped
1118,269,2024-11-18 00:33:20.790431,shipped
1119,214,2026-03-11 18:29:28.420064,shipped
1120,154,2024-10-20 19:37:19.109396,shipped
1121,387,2024-07-28 01:16:24.356443,shipped
1122,124,2025-02-24 07:27:39.169726,shipped
1123,154,2026-06-17 04:43:54.671469,cancelled
1124,74,2026-06-08 15:36:56.648767,shipped
1125,469,2025-02-13 02:32:20.129665,paid
1126,212,2026-01-02 04:03:26.816566,returned
1127,286,2026-02-26 18:00:34.270552,shipped
1128,199,2025-10-14 17:17:18.464727,paid
1129,105,2025-12-27 20:36:04.456081,shipped
1130,41,2024-10-25 12:25:25.384584,cancelled
1131,434,2024-11-20 19:08:50.142487,shipped
1132,275,2024-10-10 14:35:05.234497,shipped
1133,98,2024-07-25 15:40:48.716775,paid
1134,194,2026-06-26 17:41:08.717047,shipped
1135,309,2025-09-30 04:23:44.000896,created
1136,38,2025-09-21 21:33:11.364094,paid
1137,390,2025-09-26 20:01:21.293898,shipped
1138,344,2025-09-15 03:29:41.875676,shipped
1139,246,2024-12-22 04:37:49.877560,paid
1140,465,2024-07-25 13:41:10.905785,shipped
1141,490,2024-09-02 13:42:38.345610,cancelled
1142,109,2026-01-27 03:55:30.178648,cancelled
1143,493,2024-10-12 11:07:40.612220,shipped
1144,383,2026-03-16 14:28:29.863500,returned
1145,246,2025-06-13 22:31:19.924984,cancelled
1146,357,2025-10-24 00:18:34.686573,shipped
1147,105,2024-11-17 21:46:22.278582,shipped
1148,123,2025-04-15 13:09:12.012341,shipped
1149,398,2025-06-17 15:38:32.371931,paid
1150,239,2024-11-03 03:48:34.822359,shipped
1151,184,2024-12-18 19:17:46.442035,shipped
1152,185,2025-04-30 23:34:28.520407,shipped
1153,255,2026-06-14 05:11:11.483667,shipped
1154,412,2026-05-13 12:40:09.207253,returned
1155,241,2026-05-31 14:48:05.549142,shipped
1156,164,2024-12-16 02:05:57.051477,cancelled
1157,190,2025-11-08 21:58:48.676233,shipped
1158,24,2024-12-01 16:21:59.231264,shipped
1159,114,2024-12-02 22:40:12.732327,shipped
1160,9,2024-11-12 20:50:08.132611,paid
1161,479,2026-06-03 21:42:40.969507,shipped
1162,369,2025-05-23 09:43:22.348481,shipped
1163,79,2025-09-30 06:22:26.710049,paid
1164,118,2025-11-20 23:39:51.517250,shipped
1165,427,2026-03-31 16:16:01.706909,paid
1166,282,2026-04-15 21:07:59.960534,shipped
1167,351,2025-05-14 20:05:11.645856,shipped
1168,391,2026-01-24 12:36:33.941818,shipped
1169,495,2025-09-23 14:19:18.377227,shipped
